ID,Price,Manufacturer,Year,Category,Leather,Fuel,Engine,Cylinders,Transmission,Drive,Doors,Color,Airbags,Km,Turbo,Origin
45811563,12544,TOYOTA,2012,Hatchback,No,Hybrid,1.5,4.0,Automatic,Front,4,Black,8,141500,0,Japan
45699930,17249,FORD,2008,SUV,No,Hybrid,2.3,4.0,Variator,4x4,4,White,8,147000,0,US
45809839,34889,HONDA,2016,Sedan,Yes,Petrol,2.0,4.0,Automatic,Front,4,Blue,4,87768,0,Japan
45782169,8781,MERCEDES-BENZ,2001,Coupe,No,Petrol,2.0,4.0,Manual,Rear,2,Blue,0,260000,0,Germany
44679525,23521,CHEVROLET,2018,Sedan,No,Petrol,1.4,4.0,Automatic,Front,4,Red,6,22000,1,US
45418626,16935,FORD,2013,Sedan,No,Petrol,1.6,4.0,Tiptronic,Front,4,Silver,8,83000,1,US
45323316,10349,TOYOTA,2007,Minivan,Yes,Petrol,2.4,4.0,Automatic,Front,4,Black,6,170000,0,Japan
45638910,7213,NISSAN,2013,SUV,Yes,Petrol,1.6,4.0,Automatic,Front,4,Black,0,312118,0,Japan
45778144,5331,MERCEDES-BENZ,2004,Sedan,No,Petrol,1.6,4.0,Tiptronic,Front,4,Black,6,130000,0,Germany
45803923,20526,HYUNDAI,2013,SUV,Yes,Diesel,2.0,4.0,Automatic,Front,4,Grey,4,200279,0,Korea
45803550,9722,HYUNDAI,2015,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,4,Orange,4,719847,0,Korea
45802190,34657,HYUNDAI,2014,Minivan,Yes,Diesel,2.5,4.0,Automatic,Front,4,Silver,4,154672,0,Korea
45802203,36564,HYUNDAI,2016,Minivan,Yes,Diesel,2.5,4.0,Automatic,Front,4,Black,4,110969,0,Korea
45786421,5488,TOYOTA,2001,Hatchback,No,Petrol,1.5,4.0,Manual,Front,4,Sky blue,3,210000,0,Japan
45802120,30063,HYUNDAI,2015,Universal,Yes,Diesel,2.5,4.0,Automatic,Front,4,Silver,4,148105,0,Korea
45809414,15800,CHEVROLET,2011,SUV,Yes,Diesel,2.2,4.0,Automatic,Front,4,Silver,4,255456,0,US
45797480,43952,HYUNDAI,2017,Universal,Yes,Diesel,2.5,4.0,Automatic,Front,4,Grey,4,111643,0,Korea
45732043,53154,HYUNDAI,2016,SUV,Yes,Diesel,2.0,4.0,Automatic,Front,4,Silver,4,84506,0,Korea
45816646,14740,TOYOTA,2011,Hatchback,No,Hybrid,1.8,4.0,Automatic,Front,4,White,8,288000,0,Japan
45787521,18189,TOYOTA,2012,Sedan,No,Petrol,1.8,4.0,Automatic,Front,4,Silver,8,175000,0,Japan
45648538,5645,TOYOTA,2010,SUV,Yes,Hybrid,3.3,6.0,Automatic,4x4,4,White,12,264877,0,Japan
45757322,7527,TOYOTA,2019,Sedan,Yes,Petrol,1.5,4.0,Automatic,Front,4,White,12,27656,0,Japan
45800993,21953,HONDA,2014,Sedan,No,Hybrid,1.4,8.0,Automatic,4x4,4,White,10,16000,0,Japan
45771208,21953,TOYOTA,2012,Sedan,No,Petrol,2.5,4.0,Automatic,Front,4,Black,0,195053,0,Japan
45801684,19121,HYUNDAI,2012,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,4,Black,4,121362,0,Korea
45732386,36065,HYUNDAI,2014,SUV,Yes,Diesel,2.0,4.0,Automatic,Front,4,White,4,69191,0,Korea
43892866,8781,HONDA,2012,Hatchback,Yes,Hybrid,1.3,4.0,Tiptronic,Front,4,Green,12,83000,0,Japan
45810403,6247,CHEVROLET,2010,Sedan,Yes,Petrol,1.8,4.0,Automatic,Front,4,Black,4,40772,0,US
45810513,16289,CHEVROLET,2012,SUV,Yes,Diesel,2.0,4.0,Automatic,Front,4,Grey,4,172000,0,US
45807330,77775,MERCEDES-BENZ,2014,SUV,Yes,Petrol,5.5,8.0,Automatic,4x4,4,Black,10,433811,0,Germany
45733554,2822,BMW,1995,Sedan,Yes,Petrol,2.0,6.0,Manual,Rear,4,Blue,2,350000,0,Germany
45792882,27284,HYUNDAI,2016,Sedan,No,Petrol,2.0,4.0,Tiptronic,Front,4,Black,12,105394,0,Korea
45330228,32929,BMW,2013,Coupe,Yes,Petrol,2.0,4.0,Automatic,Rear,2,Black,12,160000,1,Germany
45776745,18817,NISSAN,1990,SUV,No,Diesel,2.8,4.0,Manual,Rear,4,Black,0,333333,1,Japan
45789555,15053,MERCEDES-BENZ,2004,Sedan,Yes,Petrol,3.2,6.0,Tiptronic,Rear,4,Grey,8,214000,0,Germany
45797276,15458,HYUNDAI,2009,Coupe,Yes,Petrol,2.0,4.0,Automatic,Front,4,Black,4,123346,0,Korea
45756975,15681,LEXUS,2010,SUV,Yes,Petrol,4.6,8.0,Automatic,4x4,4,Silver,0,275240,0,Japan
45776758,26657,MERCEDES-BENZ,2004,Minivan,No,Diesel,2.2,4.0,Manual,Rear,4,White,1,300000,1,Germany
45550733,10663,TOYOTA,2007,Hatchback,No,Petrol,1.5,4.0,Automatic,Front,4,Silver,6,318400,0,Japan
44094036,12858,FORD,2015,Sedan,No,Petrol,2.0,4.0,Automatic,Front,4,Sky blue,10,91200,0,US
45742789,12858,KIA,2016,Hatchback,No,Petrol,1.2,4.0,Manual,Front,4,Silver,2,107000,0,Korea
45783859,15000,BMW,2008,Sedan,Yes,LPG,3.0,6.0,Tiptronic,Rear,4,White,12,210408,0,Germany
45808992,85553,FORD,2017,SUV,Yes,Petrol,2.3,4.0,Automatic,Front,4,Black,4,100567,0,US
45731735,44752,HYUNDAI,2016,Universal,Yes,Diesel,2.5,4.0,Automatic,Front,4,Grey,4,86000,0,Korea
45797948,17158,HYUNDAI,2010,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,4,White,4,122740,0,Korea
45782067,12231,MITSUBISHI,2005,SUV,No,LPG,2.4,4.0,Tiptronic,4x4,4,White,16,144000,0,Japan
45534351,11917,MERCEDES-BENZ,2003,Sedan,Yes,Petrol,5.0,12.0,Tiptronic,Rear,4,White,12,150000,0,Germany
45726679,25591,SSANGYONG,2013,SUV,Yes,Diesel,2.0,4.0,Automatic,Front,4,Silver,4,85704,0,Korea
45803059,14897,HYUNDAI,2010,SUV,Yes,Diesel,2.0,4.0,Automatic,Front,4,White,4,58962,0,Korea
45770405,23521,TOYOTA,2013,Sedan,Yes,Hybrid,2.5,4.0,Tiptronic,Front,4,White,12,90000,0,Japan
45636958,16935,FORD,2015,Sedan,Yes,Petrol,2.0,4.0,Automatic,Front,4,Black,0,71454,0,US
45733244,11604,HYUNDAI,2014,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,4,Silver,4,346470,0,Korea
45802837,51965,HYUNDAI,2016,SUV,Yes,Diesel,2.0,4.0,Automatic,Front,4,Blue,4,59515,0,Korea
45801896,9408,MERCEDES-BENZ,1999,Sedan,No,Diesel,2.2,4.0,Manual,Rear,4,Silver,4,111111,1,Germany
45797732,13328,HYUNDAI,2008,Minivan,Yes,Diesel,2.5,4.0,Automatic,Front,4,Yellow,4,74444,0,Korea
45762683,17876,NISSAN,2012,Minivan,No,Petrol,2.0,4.0,Tiptronic,Front,4,White,12,143000,0,Japan
45732074,20071,TOYOTA,2008,SUV,No,Petrol,2.4,4.0,Automatic,4x4,4,Silver,8,135000,0,Japan
45731782,22894,HYUNDAI,2011,Minivan,Yes,Diesel,2.5,4.0,Automatic,Front,4,Yellow,4,124444,0,Korea
45766794,15681,MITSUBISHI,1997,SUV,No,Petrol,2.4,4.0,Automatic,4x4,2,Blue,6,142000,0,Japan
45764126,39829,LEXUS,2010,SUV,Yes,Petrol,4.6,8.0,Automatic,4x4,4,Black,0,155821,0,Japan
44698379,18660,HYUNDAI,2013,Sedan,Yes,Petrol,2.4,4.0,Tiptronic,Front,4,Black,6,130000,0,Korea
45770233,22580,MERCEDES-BENZ,2017,Sedan,Yes,Petrol,2.0,4.0,Automatic,Rear,4,Black,12,50930,0,Germany
45803455,11604,HYUNDAI,2014,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,4,Silver,4,264872,0,Korea
45642844,18817,TOYOTA,2018,Sedan,Yes,Hybrid,2.5,4.0,Automatic,Front,4,White,12,35058,0,Japan
44921934,21169,HONDA,2015,SUV,No,Petrol,1.8,4.0,Automatic,4x4,4,Grey,8,33330,0,Japan
45451626,17876,HYUNDAI,2013,Sedan,Yes,Petrol,1.8,4.0,Tiptronic,Front,4,Grey,12,117920,0,Korea
45732976,11290,HYUNDAI,2016,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,4,Silver,4,279787,0,Korea
44452971,36065,TOYOTA,2010,Minivan,Yes,Petrol,3.5,6.0,Tiptronic,Front,4,White,16,227200,0,Japan
45796845,21395,HYUNDAI,2012,Universal,Yes,Diesel,2.5,4.0,Automatic,Front,4,Silver,4,166144,0,Korea
45733140,15681,HYUNDAI,2016,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,4,Silver,4,258706,0,Korea
45810003,40070,TOYOTA,2016,Hatchback,Yes,Petrol,1.5,4.0,Automatic,Front,4,Black,4,25807,0,Japan
44875253,11917,MERCEDES-BENZ,2008,Hatchback,No,Petrol,1.7,4.0,Automatic,Front,4,Golden,8,180000,0,Germany
45807577,72130,LEXUS,2018,SUV,Yes,Petrol,2.0,4.0,Tiptronic,Front,4,Black,6,18918,1,Japan
45729867,35927,SSANGYONG,2013,SUV,Yes,Diesel,2.0,4.0,Automatic,Front,4,Silver,4,137267,0,Korea
45801397,21012,TOYOTA,2014,Sedan,No,Hybrid,1.8,4.0,Automatic,4x4,4,White,4,160000,0,Japan
45765622,21012,TOYOTA,2018,Sedan,Yes,Petrol,3.5,6.0,Automatic,Front,4,Grey,12,27358,0,Japan
45781785,13172,KIA,2009,Minivan,Yes,Diesel,2.9,4.0,Automatic,Front,4,White,6,84176,0,Korea
45802035,15624,HYUNDAI,2011,Coupe,Yes,Petrol,2.0,4.0,Automatic,Front,4,Grey,4,107005,0,Korea
45811318,4547,OPEL,1997,Sedan,No,Petrol,1.6,4.0,Manual,Front,4,Beige,2,15000,0,Germany
45801611,20005,HYUNDAI,2012,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,4,White,4,104997,0,Korea
45792460,36110,VOLKSWAGEN,2017,Sedan,Yes,Petrol,1.8,6.0,Tiptronic,Front,4,Silver,8,27728,0,Germany
45798511,7840,MERCEDES-BENZ,1998,Sedan,Yes,Petrol,2.4,6.0,Manual,Rear,4,Blue,4,777777,0,Germany
45802937,43880,HYUNDAI,2016,SUV,Yes,Diesel,2.0,4.0,Automatic,Front,4,Silver,4,113700,0,Korea
45675386,29479,MERCEDES-BENZ,2014,Sedan,Yes,Petrol,1.8,4.0,Tiptronic,Rear,4,Grey,8,69000,1,Germany
45795520,17249,TOYOTA,2011,Sedan,Yes,Hybrid,2.5,4.0,Variator,Front,4,White,12,152000,0,Japan
45778720,9408,TOYOTA,2003,Universal,No,Petrol,1.5,4.0,Automatic,4x4,4,Silver,2,181926,0,Japan
45802938,44213,HYUNDAI,2016,SUV,Yes,Diesel,2.0,4.0,Automatic,Front,4,Red,4,50255,0,Korea
45801304,8467,BMW,2001,Sedan,Yes,Petrol,2.5,6.0,Manual,Rear,4,Grey,6,252800,0,Germany
45805913,9408,MITSUBISHI,1998,SUV,No,Petrol,3.5,6.0,Tiptronic,4x4,4,Silver,4,11000,1,Japan
45793479,31500,NISSAN,2010,SUV,Yes,LPG,4.0,6.0,Tiptronic,4x4,4,Black,12,90200,0,Japan
43390500,20385,MITSUBISHI,2005,Minivan,Yes,Petrol,3.0,6.0,Automatic,4x4,4,White,12,184000,0,Japan
45776494,7840,MERCEDES-BENZ,2004,Universal,No,LPG,1.9,4.0,Tiptronic,Front,4,Silver,4,170000,0,Germany
45787317,56450,TOYOTA,2018,Sedan,Yes,Petrol,2.5,4.0,Tiptronic,Front,4,Blue,12,25000,0,Japan
45788160,13172,HONDA,2002,SUV,No,Petrol,2.4,4.0,Automatic,4x4,4,Silver,6,260000,0,Japan
45776729,19757,NISSAN,1990,SUV,No,Diesel,2.8,4.0,Manual,Rear,4,Black,0,222222,1,Japan
45646578,4704,AUDI,2013,Hatchback,Yes,Petrol,3.0,6.0,Automatic,4x4,4,Grey,0,301707,0,Germany
45767823,25716,TOYOTA,2014,Sedan,No,Petrol,2.5,4.0,Automatic,Front,4,Silver,8,115200,0,Japan
45810599,14426,CHEVROLET,2012,SUV,Yes,LPG,2.0,4.0,Automatic,Front,4,White,4,132036,0,US
45709646,10820,TOYOTA,2001,SUV,No,Petrol,2.0,4.0,Automatic,4x4,2,Silver,4,91000,0,Japan
45808960,45436,FORD,2011,SUV,Yes,Petrol,3.5,4.0,Automatic,Front,4,White,4,129177,0,US
45816333,11917,HYUNDAI,2008,Hatchback,No,Diesel,1.6,4.0,Manual,Front,4,Black,8,201000,0,Korea
45802892,41281,HYUNDAI,2015,SUV,Yes,Diesel,2.0,4.0,Automatic,Front,4,Black,4,185811,0,Korea
45805683,4391,NISSAN,1998,Sedan,No,Petrol,2.4,4.0,Manual,Front,4,Brown,2,358400,0,Japan
45813342,6586,LEXUS,2011,Hatchback,Yes,Hybrid,1.8,4.0,Automatic,Front,4,Black,0,122302,0,Japan
45798451,12544,TOYOTA,2007,Hatchback,No,Hybrid,1.5,4.0,Automatic,Front,4,Beige,6,140000,0,Japan
45803832,30063,HYUNDAI,2014,SUV,Yes,Diesel,2.0,4.0,Automatic,Front,4,White,4,120000,0,Korea
45801000,21639,HYUNDAI,2015,Hatchback,No,Petrol,1.6,4.0,Tiptronic,Front,2,Red,10,17200,0,Korea
44782223,36692,TOYOTA,2013,SUV,No,Petrol,2.5,4.0,Tiptronic,Front,4,White,0,120000,0,Japan
45453314,12231,TOYOTA,2014,Hatchback,No,Hybrid,1.5,4.0,Variator,Front,4,Silver,4,66000,0,Japan
45761984,3136,TOYOTA,2004,Sedan,No,Petrol,1.5,4.0,Variator,Front,4,Beige,4,300000,0,Japan
45783494,10663,TOYOTA,2009,Sedan,Yes,Hybrid,1.8,4.0,Variator,Front,4,Grey,6,230000,0,Japan
45809193,5620,HONDA,2013,Hatchback,Yes,Petrol,1.3,4.0,Automatic,Front,4,White,4,110467,0,Japan
41704944,19130,MERCEDES-BENZ,2010,Sedan,Yes,Petrol,5.5,4.0,Automatic,Front,4,Grey,10,157000,0,Germany
45095136,9408,HONDA,2012,Hatchback,No,Hybrid,1.3,4.0,Variator,Front,4,Black,4,64000,0,Japan
45781861,15367,VOLKSWAGEN,2013,Sedan,Yes,Diesel,2.0,4.0,Tiptronic,Front,4,White,16,179200,1,Germany
45768489,5959,CHEVROLET,2011,Sedan,Yes,Petrol,5.3,8.0,Automatic,Front,4,Black,12,246976,0,US
45731459,26594,HYUNDAI,2014,Minivan,Yes,Diesel,2.5,4.0,Automatic,Front,4,Silver,4,179918,0,Korea
45536422,36065,TOYOTA,2013,Sedan,Yes,Hybrid,2.5,4.0,Tiptronic,Front,4,Beige,12,92200,0,Japan
45742092,26343,KIA,2016,Sedan,Yes,Diesel,1.6,4.0,Tiptronic,Front,4,Silver,8,29000,1,Korea
45768507,40142,LEXUS,2010,SUV,Yes,Petrol,4.6,8.0,Automatic,4x4,4,Grey,0,357246,0,Japan
45506452,14000,HYUNDAI,2013,Sedan,No,Petrol,1.8,4.0,Tiptronic,Front,4,Grey,10,50000,0,Korea
45809707,17923,CHEVROLET,2014,Sedan,Yes,Petrol,1.4,4.0,Automatic,Front,4,White,4,127842,0,US
45804644,54518,HYUNDAI,2017,SUV,Yes,Petrol,1.6,4.0,Automatic,Front,4,Black,4,40193,0,Korea
45761379,10349,OPEL,2003,Hatchback,No,Petrol,1.6,4.0,Manual,Front,4,Silver,6,180000,0,Germany
45799440,8154,TOYOTA,2002,Hatchback,No,Petrol,1.3,4.0,Automatic,Front,4,Silver,7,115000,0,Japan
45813708,7527,VOLKSWAGEN,2013,Sedan,Yes,Diesel,2.0,4.0,Automatic,Front,4,Grey,12,132310,0,Germany
45804525,22063,HYUNDAI,2010,SUV,Yes,Diesel,2.0,4.0,Automatic,Front,4,White,4,142264,0,Korea
45812738,4704,TOYOTA,2013,Sedan,Yes,Petrol,1.8,4.0,Automatic,Front,4,Silver,12,227371,0,Japan
45754449,5331,VOLKSWAGEN,2002,Sedan,Yes,Petrol,2.8,6.0,Manual,Front,4,Grey,6,175000,0,Germany
45809446,16900,HONDA,2013,Hatchback,Yes,Petrol,1.5,4.0,Automatic,Front,4,Blue,4,70000,0,Japan
45315594,18189,NISSAN,2010,SUV,Yes,Petrol,2.5,4.0,Automatic,4x4,4,Silver,4,122000,0,Japan
45770019,42651,MERCEDES-BENZ,2017,SUV,Yes,Petrol,2.0,4.0,Automatic,4x4,4,Black,0,44995,0,Germany
45813976,15524,TOYOTA,2012,Hatchback,No,Hybrid,1.8,4.0,Automatic,Front,4,Red,7,122324,0,Japan
45636297,17249,BMW,2007,Sedan,Yes,Petrol,3.0,6.0,Tiptronic,Rear,4,Grey,10,111111,0,Germany
45794250,73071,LEXUS,2013,Sedan,Yes,Petrol,3.5,6.0,Tiptronic,Rear,4,Black,12,56000,0,Japan
45797238,28909,HYUNDAI,2017,Sedan,Yes,Diesel,1.6,4.0,Automatic,Front,4,White,4,98000,0,Korea
45732617,8467,HYUNDAI,2012,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,4,Black,4,573249,0,Korea
45803460,14426,HYUNDAI,2014,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,4,White,4,169024,0,Korea
43247033,9000,VOLKSWAGEN,2011,Minivan,No,Petrol,1.4,4.0,Automatic,Front,4,Silver,6,126000,0,Germany
45769197,30734,MERCEDES-BENZ,2014,Sedan,Yes,Diesel,3.5,6.0,Automatic,4x4,4,Black,12,200179,0,Germany
45787509,22580,TOYOTA,2013,Sedan,Yes,Petrol,2.5,4.0,Automatic,Front,4,Black,12,156666,0,Japan
45809244,7464,HONDA,2014,Hatchback,Yes,Hybrid,1.3,4.0,Automatic,Front,4,Blue,4,114950,0,Japan
45804881,59865,HYUNDAI,2019,SUV,Yes,Diesel,1.6,4.0,Automatic,Front,4,White,4,13000,0,Korea
45765365,49237,TOYOTA,2017,SUV,Yes,Petrol,2.7,4.0,Automatic,Rear,4,White,12,94262,0,Japan
45796914,68223,HYUNDAI,2018,Universal,Yes,Diesel,2.5,4.0,Automatic,Front,4,Yellow,4,27406,0,Korea
45787608,7683,NISSAN,2006,Sedan,Yes,LPG,1.8,4.0,Variator,Front,4,Silver,2,200000,0,Japan
45771597,22266,FORD,2013,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,4,Black,8,85500,1,US
45730558,39161,SSANGYONG,2017,SUV,Yes,Diesel,1.6,4.0,Automatic,Front,4,White,4,73000,0,Korea
45815469,16308,FORD,2008,Minivan,No,Diesel,2.2,4.0,Manual,Front,4,White,2,180000,0,US
45539130,17719,TOYOTA,2009,Sedan,Yes,Hybrid,2.4,4.0,Tiptronic,Front,4,Sky blue,8,92000,0,Japan
45659883,43278,LEXUS,2011,SUV,Yes,Petrol,4.6,8.0,Automatic,4x4,4,White,0,160138,0,Japan
44810053,20385,CHEVROLET,2017,Sedan,No,Petrol,1.4,4.0,Tiptronic,Front,5,Black,12,42000,1,US
45804880,49858,HYUNDAI,2019,SUV,Yes,Diesel,2.0,4.0,Automatic,Front,4,White,4,48000,0,Korea
45622835,8781,NISSAN,1998,Minivan,Yes,Diesel,3.2,4.0,Automatic,4x4,4,White,4,230000,1,Japan
45803575,9722,HYUNDAI,2015,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,4,Orange,4,582376,0,Korea
45804856,51075,HYUNDAI,2017,SUV,Yes,Diesel,2.0,4.0,Automatic,Front,4,White,4,40800,0,Korea
45802041,15241,HYUNDAI,2011,Coupe,Yes,Petrol,2.0,4.0,Automatic,Front,4,Grey,4,117492,0,Korea
45797839,15524,HYUNDAI,2008,Minivan,Yes,Diesel,2.5,4.0,Automatic,Front,4,Silver,4,56769,0,Korea
45793323,27911,MERCEDES-BENZ,2014,Sedan,Yes,Petrol,1.8,4.0,Tiptronic,Rear,4,Beige,8,70000,1,Germany
45766543,4861,TOYOTA,2013,Sedan,Yes,Hybrid,2.5,4.0,Automatic,Front,4,Blue,12,136861,0,Japan
45782548,29793,MERCEDES-BENZ,2005,Sedan,Yes,Petrol,3.5,4.0,Automatic,Rear,4,Black,0,263000,0,Germany
45797924,18208,HYUNDAI,2012,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,4,Grey,4,95665,0,Korea
44006324,34497,TOYOTA,2013,SUV,No,Petrol,2.5,4.0,Tiptronic,Front,4,White,12,65350,0,Japan
45793908,4924,CHEVROLET,2007,SUV,Yes,Diesel,2.0,4.0,Automatic,Front,4,Silver,4,183923,0,US
45763993,4704,OPEL,2000,Hatchback,No,Diesel,2.0,4.0,Manual,Front,4,Red,2,11111,1,Germany
45731752,43576,HYUNDAI,2016,Universal,Yes,Diesel,2.5,4.0,Automatic,Front,4,Silver,4,97129,0,Korea
45725280,7840,MERCEDES-BENZ,2001,Sedan,Yes,LPG,2.0,4.0,Manual,Rear,4,Black,4,140000,0,Germany
45115251,28225,TOYOTA,2018,SUV,No,Petrol,2.0,4.0,Automatic,Front,4,Grey,8,24000,0,Japan
45800731,18817,CHEVROLET,2017,Hatchback,Yes,Petrol,1.4,4.0,Automatic,Front,4,Grey,0,29094,0,US
45813862,4861,FORD,2015,Sedan,Yes,Hybrid,2.0,4.0,Automatic,Front,4,Red,12,148709,0,US
45810175,13172,LEXUS,2010,SUV,Yes,Hybrid,3.5,6.0,Automatic,4x4,4,Silver,12,186005,0,Japan
45342484,37320,MERCEDES-BENZ,2013,Sedan,Yes,Petrol,3.5,4.0,Tiptronic,4x4,4,Black,12,156800,0,Germany
45504338,39201,TOYOTA,2015,Sedan,Yes,Hybrid,2.5,4.0,Automatic,Front,4,Grey,10,35000,0,Japan
45797233,36426,HYUNDAI,2018,Sedan,Yes,LPG,1.6,4.0,Automatic,Front,4,White,4,35643,0,Korea
45787913,8467,HONDA,2006,Hatchback,No,Petrol,1.8,4.0,Manual,Front,4,Grey,4,250000,0,Japan
45798480,7840,MERCEDES-BENZ,2000,Coupe,Yes,Petrol,3.2,6.0,Tiptronic,Rear,2,Silver,4,255000,0,Germany
45752253,12701,HONDA,2015,SUV,Yes,Petrol,2.4,4.0,Automatic,Front,4,White,12,117158,0,Japan
45769910,8154,SUBARU,2012,SUV,Yes,Petrol,2.5,4.0,Automatic,4x4,4,Blue,0,281659,0,Japan
45548523,46414,TOYOTA,2015,Sedan,Yes,Hybrid,2.5,4.0,Tiptronic,Front,4,White,12,63645,0,Japan
45806590,45160,MERCEDES-BENZ,2015,SUV,Yes,Diesel,2.1,4.0,Automatic,4x4,4,White,12,197338,0,Germany
45814316,100355,AUDI,2016,Sedan,Yes,Petrol,3.0,6.0,Automatic,4x4,4,Black,12,35000,1,Germany
45793536,12231,HYUNDAI,2013,Coupe,No,Petrol,1.8,6.0,Manual,Front,2,Beige,0,77000,0,Korea
45776871,5802,TOYOTA,2007,Hatchback,Yes,Hybrid,1.5,4.0,Variator,Front,4,Green,12,140000,0,Japan
42866899,22894,NISSAN,2010,Sedan,No,Petrol,4.0,12.0,Automatic,4x4,4,Blue,12,109100,0,Japan
45706976,11290,HONDA,2013,Sedan,No,Hybrid,1.3,4.0,Automatic,Front,4,Silver,8,145000,0,Japan
43353662,6586,BMW,1997,Sedan,No,LPG,1.8,4.0,Manual,Rear,4,Green,2,270000,0,Germany
45792706,14426,TOYOTA,2006,Sedan,Yes,Hybrid,2.4,4.0,Variator,Front,4,Grey,8,188800,0,Japan
45543235,36065,MITSUBISHI,2016,SUV,Yes,Petrol,2.4,4.0,Variator,Front,4,Silver,12,39000,0,Japan
45749598,27284,TOYOTA,2014,Sedan,Yes,Petrol,2.5,4.0,Tiptronic,Front,4,Black,12,52000,0,Japan
45617361,21639,SUBARU,2016,SUV,No,Petrol,2.5,4.0,Variator,4x4,4,White,7,34000,0,Japan
45797343,7840,HYUNDAI,2009,Hatchback,Yes,Petrol,1.6,4.0,Automatic,Front,4,Silver,4,140000,0,Korea
